	ratio	nifH type	env type	Organism
SRR6681148	0.0	Sym_Basal	plant	root metagenome
SRR6681149	0.0	Sym_Basal	plant	root metagenome
SRR6681150	0.0	Sym_Basal	plant	root metagenome
SRR6681151	0.0	Sym_Basal	plant	root metagenome
SRR6681152	0.0	Sym_Basal	plant	root metagenome
SRR10201526	0.0	Sym_Basal	soil	soil metagenome
SRR10201527	0.0	Sym_Basal	soil	soil metagenome
SRR10201528	0.0	Sym_Basal	soil	soil metagenome
SRR10201529	1.1799410029498527	Sym_Basal	soil	soil metagenome
SRR10201530	0.0	Sym_Basal	soil	soil metagenome
SRR10201531	0.0	Sym_Basal	soil	soil metagenome
SRR10201533	0.0	Sym_Basal	soil	soil metagenome
SRR10201534	1.6759776536312845	Sym_Basal	soil	soil metagenome
SRR10201535	0.0	Sym_Basal	soil	soil metagenome
SRR10201536	0.0	Sym_Basal	soil	soil metagenome
SRR10201537	0.0	Sym_Basal	soil	soil metagenome
SRR10201538	0.0	Sym_Basal	soil	soil metagenome
SRR10201540	0.0	Sym_Basal	soil	soil metagenome
SRR10201541	0.0	Sym_Basal	soil	soil metagenome
SRR10201542	2.3474178403755865	Sym_Basal	soil	soil metagenome
SRR10201543	0.0	Sym_Basal	soil	soil metagenome
SRR10201545	0.0	Sym_Basal	soil	soil metagenome
SRR10201546	0.0	Sym_Basal	soil	soil metagenome
SRR10201547	0.0	Sym_Basal	soil	soil metagenome
SRR10201549	5.952380952380952	Sym_Basal	soil	soil metagenome
SRR10201550	0.0	Sym_Basal	soil	soil metagenome
SRR10201551	0.0	Sym_Basal	soil	soil metagenome
SRR10201553	0.0	Sym_Basal	soil	soil metagenome
SRR10201554	0.0	Sym_Basal	soil	soil metagenome
SRR10201555	0.0	Sym_Basal	soil	soil metagenome
SRR10201556	0.0	Sym_Basal	soil	soil metagenome
SRR10201557	0.0	Sym_Basal	soil	soil metagenome
SRR10201558	0.0	Sym_Basal	soil	soil metagenome
SRR10201561	0.0	Sym_Basal	soil	soil metagenome
SRR10201562	0.0	Sym_Basal	soil	soil metagenome
SRR10201565	0.0	Sym_Basal	soil	soil metagenome
SRR10201568	0.0	Sym_Basal	soil	soil metagenome
SRR10201570	0.0	Sym_Basal	soil	soil metagenome
SRR10201573	0.0	Sym_Basal	soil	soil metagenome
SRR10201574	0.0	Sym_Basal	soil	soil metagenome
SRR10201575	0.0	Sym_Basal	soil	soil metagenome
SRR10201580	0.0	Sym_Basal	soil	soil metagenome
SRR10201581	0.0	Sym_Basal	soil	soil metagenome
SRR10201583	0.0	Sym_Basal	soil	soil metagenome
SRR10201584	0.0	Sym_Basal	soil	soil metagenome
SRR10201585	0.0	Sym_Basal	soil	soil metagenome
SRR10201587	38.88888888888889	Sym_Basal	soil	soil metagenome
SRR10201588	0.0	Sym_Basal	soil	soil metagenome
SRR10201592	0.0	Sym_Basal	soil	soil metagenome
SRR10201593	0.0	Sym_Basal	soil	soil metagenome
SRR10201594	0.0	Sym_Basal	soil	soil metagenome
SRR10201595	0.0	Sym_Basal	soil	soil metagenome
SRR10201596	0.0	Sym_Basal	soil	soil metagenome
SRR10201599	0.0	Sym_Basal	soil	soil metagenome
SRR10201600	0.0	Sym_Basal	soil	soil metagenome
SRR10201601	0.0	Sym_Basal	soil	soil metagenome
SRR10201602	0.0	Sym_Basal	soil	soil metagenome
SRR10201603	0.0	Sym_Basal	soil	soil metagenome
SRR10201605	0.0	Sym_Basal	soil	soil metagenome
SRR10201606	0.0	Sym_Basal	soil	soil metagenome
SRR10201607	0.0	Sym_Basal	soil	soil metagenome
SRR10201608	0.0	Sym_Basal	soil	soil metagenome
SRR10201609	0.0	Sym_Basal	soil	soil metagenome
SRR10201610	0.0	Sym_Basal	soil	soil metagenome
SRR10201612	0.0	Sym_Basal	soil	soil metagenome
SRR12213937	0.0	Sym_Basal	soil	soil metagenome
SRR12213938	0.0	Sym_Basal	soil	soil metagenome
SRR10331622	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR9675237	0.0	Sym_Basal	marine	marine metagenome
SRR9675238	0.0	Sym_Basal	marine	marine metagenome
SRR6662722	0.0	Sym_Basal	soil	soil metagenome
SRR6662723	0.0	Sym_Basal	soil	soil metagenome
SRR6662724	0.0	Sym_Basal	soil	soil metagenome
SRR6662725	0.0	Sym_Basal	soil	soil metagenome
SRR6662734	0.0	Sym_Basal	soil	soil metagenome
SRR6662737	0.0	Sym_Basal	soil	soil metagenome
SRR5407977	0.0	Sym_Basal	soil	soil metagenome
SRR5407978	0.0	Sym_Basal	soil	soil metagenome
SRR5407979	0.0	Sym_Basal	soil	soil metagenome
SRR5407980	1.832151300236407	Sym_Basal	soil	soil metagenome
SRR5407981	0.0	Sym_Basal	soil	soil metagenome
SRR5407982	0.0	Sym_Basal	soil	soil metagenome
SRR5407983	0.0	Sym_Basal	soil	soil metagenome
SRR5407984	0.0	Sym_Basal	soil	soil metagenome
SRR5407985	0.0	Sym_Basal	soil	soil metagenome
SRR5407986	0.0	Sym_Basal	soil	soil metagenome
SRR5407987	0.0	Sym_Basal	soil	soil metagenome
SRR5407988	1.0570824524312898	Sym_Basal	soil	soil metagenome
SRR5407989	0.5488474204171239	Sym_Basal	soil	soil metagenome
SRR5407990	0.0	Sym_Basal	soil	soil metagenome
SRR5407991	0.0	Sym_Basal	soil	soil metagenome
SRR5407992	0.0	Sym_Basal	soil	soil metagenome
SRR5407993	0.0	Sym_Basal	soil	soil metagenome
SRR5407994	0.0	Sym_Basal	soil	soil metagenome
SRR5407996	0.0	Sym_Basal	soil	soil metagenome
SRR5407997	0.0	Sym_Basal	soil	soil metagenome
SRR5407998	0.0	Sym_Basal	soil	soil metagenome
SRR5407999	0.0	Sym_Basal	soil	soil metagenome
SRR5408000	0.0	Sym_Basal	soil	soil metagenome
SRR5408001	0.0	Sym_Basal	soil	soil metagenome
ERR977779	0.0	Sym_Basal	others	metagenome
ERR977780	0.0	Sym_Basal	others	metagenome
ERR977782	0.0	Sym_Basal	others	metagenome
ERR977783	0.0	Sym_Basal	others	metagenome
ERR977784	0.0	Sym_Basal	others	metagenome
ERR977785	0.0	Sym_Basal	others	metagenome
ERR977786	0.0	Sym_Basal	others	metagenome
ERR977787	0.0	Sym_Basal	others	metagenome
ERR977788	0.0	Sym_Basal	others	metagenome
ERR977789	0.0	Sym_Basal	others	metagenome
ERR977790	0.0	Sym_Basal	others	metagenome
ERR977791	0.0	Sym_Basal	others	metagenome
SRR8247199	0.0	Sym_Basal	marine	marine metagenome
SRR8247201	0.0	Sym_Basal	marine	marine metagenome
SRR8247206	0.0	Sym_Basal	marine	marine metagenome
SRR8247208	0.0	Sym_Basal	marine	marine metagenome
SRR8247211	0.0	Sym_Basal	marine	marine metagenome
SRR9924842	100.0	Sym_Basal	soil	soil metagenome
SRR9924844	0.0	Sym_Basal	soil	soil metagenome
SRR9924845	1.0532150776053213	Sym_Basal	soil	soil metagenome
SRR9924846	0.0	Sym_Basal	soil	soil metagenome
SRR9924848	0.0	Sym_Basal	soil	soil metagenome
SRR9924850	0.0	Sym_Basal	soil	soil metagenome
SRR8468246	0.0	Sym_Basal	marine	marine metagenome
SRR8468247	0.0	Sym_Basal	marine	marine metagenome
SRR8468249	0.0	Sym_Basal	marine	marine metagenome
SRR8468250	0.0	Sym_Basal	marine	marine metagenome
SRR8468252	0.0	Sym_Basal	marine	marine metagenome
SRR8468254	0.0	Sym_Basal	marine	marine metagenome
SRR8468255	0.0	Sym_Basal	marine	marine metagenome
SRR8468256	0.0	Sym_Basal	marine	marine metagenome
SRR8468258	0.0	Sym_Basal	marine	marine metagenome
SRR8468259	0.0	Sym_Basal	marine	marine metagenome
SRR8468260	0.0	Sym_Basal	marine	marine metagenome
SRR8468261	0.0	Sym_Basal	marine	marine metagenome
SRR10321589	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321590	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321591	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321592	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321593	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321594	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321595	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321596	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321597	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321598	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321599	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR10321600	0.0	Sym_Basal	soil	rhizosphere metagenome
SRR4022013	0.0	Sym_Basal	soil	soil metagenome
SRR4022014	0.0	Sym_Basal	soil	soil metagenome
SRR4022015	0.0	Sym_Basal	soil	soil metagenome
SRR4022016	10.397946084724005	Sym_Basal	soil	soil metagenome
SRR4022017	0.0	Sym_Basal	soil	soil metagenome
SRR4022018	0.0	Sym_Basal	soil	soil metagenome
SRR4022019	0.0	Sym_Basal	soil	soil metagenome
SRR4022020	0.0	Sym_Basal	soil	soil metagenome
SRR4022021	0.0	Sym_Basal	soil	soil metagenome
SRR4022022	0.0	Sym_Basal	soil	soil metagenome
SRR8208871	0.0	Sym_Basal	soil	soil metagenome
SRR8208873	0.0	Sym_Basal	soil	soil metagenome
SRR8208874	0.0	Sym_Basal	soil	soil metagenome
SRR8208876	0.0	Sym_Basal	soil	soil metagenome
SRR6913402	0.0	Sym_Basal	soil	soil metagenome
SRR6913403	0.0	Sym_Basal	soil	soil metagenome
SRR6913404	0.0	Sym_Basal	soil	soil metagenome
SRR6913405	0.0	Sym_Basal	soil	soil metagenome
SRR6913406	0.0	Sym_Basal	soil	soil metagenome
SRR6913407	0.0	Sym_Basal	soil	soil metagenome
SRR6913408	0.0	Sym_Basal	soil	soil metagenome
SRR6913409	0.0	Sym_Basal	soil	soil metagenome
SRR6913410	0.0	Sym_Basal	soil	soil metagenome
SRR6913411	0.0	Sym_Basal	soil	soil metagenome
SRR6913412	0.0	Sym_Basal	soil	soil metagenome
SRR6913413	0.0	Sym_Basal	soil	soil metagenome
SRR6913414	0.0	Sym_Basal	soil	soil metagenome
SRR6913415	0.0	Sym_Basal	soil	soil metagenome
SRR6913416	0.0	Sym_Basal	soil	soil metagenome
SRR6913417	0.0	Sym_Basal	soil	soil metagenome
SRR6913418	0.0	Sym_Basal	soil	soil metagenome
SRR6913419	0.0	Sym_Basal	soil	soil metagenome
SRR6913420	0.0	Sym_Basal	soil	soil metagenome
SRR6913421	0.0	Sym_Basal	soil	soil metagenome
SRR6913422	0.0	Sym_Basal	soil	soil metagenome
SRR6913423	0.0	Sym_Basal	soil	soil metagenome
SRR6913424	0.0	Sym_Basal	soil	soil metagenome
SRR6913425	0.0	Sym_Basal	soil	soil metagenome
SRR6913426	5.88235294117647	Sym_Basal	soil	soil metagenome
SRR6913427	2.5	Sym_Basal	soil	soil metagenome
SRR6913428	0.0	Sym_Basal	soil	soil metagenome
SRR6913429	2.1024967148488827	Sym_Basal	soil	soil metagenome
SRR6913430	0.0	Sym_Basal	soil	soil metagenome
SRR6913431	0.0	Sym_Basal	soil	soil metagenome
SRR6913432	1.396348012889366	Sym_Basal	soil	soil metagenome
SRR6913433	0.66006600660066	Sym_Basal	soil	soil metagenome
SRR6913434	0.0	Sym_Basal	soil	soil metagenome
SRR6913435	1.0351966873706007	Sym_Basal	soil	soil metagenome
SRR6913436	0.0	Sym_Basal	soil	soil metagenome
SRR6913437	0.0	Sym_Basal	soil	soil metagenome
SRR6913438	0.0	Sym_Basal	soil	soil metagenome
SRR6913439	0.0	Sym_Basal	soil	soil metagenome
SRR6913440	1.5337423312883438	Sym_Basal	soil	soil metagenome
SRR6913441	2.356902356902357	Sym_Basal	soil	soil metagenome
SRR6913442	0.0	Sym_Basal	soil	soil metagenome
SRR6913443	0.0	Sym_Basal	soil	soil metagenome
SRR6913444	0.0	Sym_Basal	soil	soil metagenome
SRR6913445	0.8169934640522878	Sym_Basal	soil	soil metagenome
SRR6913446	0.0	Sym_Basal	soil	soil metagenome
SRR6913447	0.0	Sym_Basal	soil	soil metagenome
SRR6913448	0.0	Sym_Basal	soil	soil metagenome
SRR6913449	0.0	Sym_Basal	soil	soil metagenome
SRR12720099	0.0	Sym_Basal	soil	soil metagenome
SRR12720107	0.0	Sym_Basal	soil	soil metagenome
SRR12720108	0.0	Sym_Basal	soil	soil metagenome
SRR12720110	0.0	Sym_Basal	soil	soil metagenome
SRR12720111	0.0	Sym_Basal	soil	soil metagenome
SRR10759550	0.0	Sym_Basal	marine	marine metagenome
SRR10759555	0.0	Sym_Basal	marine	marine metagenome
SRR10759570	0.0	Sym_Basal	marine	marine metagenome
SRR10759573	0.0	Sym_Basal	marine	marine metagenome
SRR10759574	0.0	Sym_Basal	marine	marine metagenome
SRR10759575	0.0	Sym_Basal	marine	marine metagenome
SRR10759577	0.0	Sym_Basal	marine	marine metagenome
SRR10759583	0.0	Sym_Basal	marine	marine metagenome
SRR10759584	0.0	Sym_Basal	marine	marine metagenome
SRR10759585	0.0	Sym_Basal	marine	marine metagenome
SRR10759590	0.0	Sym_Basal	marine	marine metagenome
SRR10759591	0.0	Sym_Basal	marine	marine metagenome
SRR10759601	0.0	Sym_Basal	marine	marine metagenome
SRR10759620	0.0	Sym_Basal	marine	marine metagenome
SRR10759647	0.0	Sym_Basal	marine	marine metagenome
SRR10759676	0.0	Sym_Basal	marine	marine metagenome
SRR8234897	0.0	Sym_Basal	soil	soil metagenome
SRR8234898	0.0	Sym_Basal	soil	soil metagenome
SRR8234900	0.0	Sym_Basal	soil	soil metagenome
SRR8234901	0.0	Sym_Basal	soil	soil metagenome
SRR7738393	0.0	Sym_Basal	soil	mine tailings metagenome
SRR7738398	0.0	Sym_Basal	soil	mine tailings metagenome
SRR7738399	0.0	Sym_Basal	soil	mine tailings metagenome
SRR7738410	0.0	Sym_Basal	soil	mine tailings metagenome
SRR7738411	0.0	Sym_Basal	soil	mine tailings metagenome
SRR7738412	0.0	Sym_Basal	soil	mine tailings metagenome
SRR6676321	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676325	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676326	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676327	100.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676329	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676332	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676334	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676335	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676336	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676337	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676338	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676340	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676341	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676342	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676343	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676344	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676345	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676346	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR6676348	0.0	Sym_Basal	plant	phyllosphere metagenome
SRR8233769	0.0	Sym_Basal	soil	soil metagenome
SRR8233771	0.0	Sym_Basal	soil	soil metagenome
SRR8233772	0.0	Sym_Basal	soil	soil metagenome
SRR4320643	0.0	Sym_Basal	soil	soil metagenome
SRR1791530	0.0	Sym_Basal	soil	soil metagenome
SRR1791532	53.58711566617862	Sym_Basal	soil	soil metagenome
SRR1791533	0.8875739644970414	Sym_Basal	soil	soil metagenome
SRR1791534	6.172839506172838	Sym_Basal	soil	soil metagenome
SRR9589913	1.7409896151496647	Sym_Basal	plant	plant metagenome
SRR9589914	0.0	Sym_Basal	plant	plant metagenome
SRR9589915	4.352994970278921	Sym_Basal	plant	plant metagenome
SRR9589916	4.313346228239846	Sym_Basal	plant	plant metagenome
SRR9589917	13.038793103448274	Sym_Basal	plant	plant metagenome
SRR9589918	0.0	Sym_Basal	plant	plant metagenome
SRR9589919	6.677842972897458	Sym_Basal	plant	plant metagenome
SRR9589920	28.59025032938077	Sym_Basal	plant	plant metagenome
SRR9589921	0.0	Sym_Basal	plant	plant metagenome
SRR9589922	5.002337540906965	Sym_Basal	plant	plant metagenome
SRR9589923	11.008751727314602	Sym_Basal	plant	plant metagenome
SRR9589924	17.929196802436238	Sym_Basal	plant	plant metagenome
SRR9589925	0.0	Sym_Basal	plant	plant metagenome
SRR9589926	10.241238051888942	Sym_Basal	plant	plant metagenome
SRR9589927	0.0	Sym_Basal	plant	plant metagenome
SRR9589928	0.0	Sym_Basal	plant	plant metagenome
SRR9589929	0.0	Sym_Basal	plant	plant metagenome
SRR9589930	9.615384615384615	Sym_Basal	plant	plant metagenome
SRR9589931	14.184952978056423	Sym_Basal	plant	plant metagenome
SRR9589932	0.0	Sym_Basal	plant	plant metagenome
SRR9589933	11.512631915574028	Sym_Basal	plant	plant metagenome
SRR9589934	17.03786191536748	Sym_Basal	plant	plant metagenome
SRR9589935	0.5156683855612851	Sym_Basal	plant	plant metagenome
SRR9589936	3.0472320975114267	Sym_Basal	plant	plant metagenome
SRR5814033	0.0	Sym_Basal	marine	marine metagenome
SRR5814035	0.0	Sym_Basal	marine	marine metagenome
SRR5814103	0.0	Sym_Basal	marine	marine metagenome
SRR5814104	0.0	Sym_Basal	marine	marine metagenome
SRR5814106	0.0	Sym_Basal	marine	marine metagenome
SRR5814107	0.0	Sym_Basal	marine	marine metagenome
SRR5814108	0.0	Sym_Basal	marine	marine metagenome
SRR5814112	0.0	Sym_Basal	marine	marine metagenome
SRR5814164	0.0	Sym_Basal	marine	marine metagenome
SRR5814165	0.0	Sym_Basal	marine	marine metagenome
SRR11032350	0.0	Sym_Basal	marine	seawater metagenome
SRR11032353	0.0	Sym_Basal	marine	seawater metagenome
SRR11032359	0.0	Sym_Basal	marine	seawater metagenome
SRR11032365	0.0	Sym_Basal	marine	seawater metagenome
SRR11032393	0.0	Sym_Basal	marine	seawater metagenome
SRR11032396	0.0	Sym_Basal	marine	seawater metagenome
SRR11032398	0.0	Sym_Basal	marine	seawater metagenome
SRR11032399	0.0	Sym_Basal	marine	seawater metagenome
SRR11032407	0.0	Sym_Basal	marine	seawater metagenome
SRR11032408	100.0	Sym_Basal	marine	seawater metagenome
SRR11032410	0.0	Sym_Basal	marine	seawater metagenome
SRR11032413	0.0	Sym_Basal	marine	seawater metagenome
SRR9225727	0.0	Sym_Basal	soil	soil metagenome
SRR9225728	0.0	Sym_Basal	soil	soil metagenome
SRR9225730	0.0	Sym_Basal	soil	soil metagenome
SRR9225735	0.0	Sym_Basal	soil	soil metagenome
SRR6854297	0.0	Sym_Basal	soil	soil metagenome
SRR6854298	6.66666666666667	Sym_Basal	soil	soil metagenome
SRR6854300	0.0	Sym_Basal	soil	soil metagenome
SRR6854301	0.0	Sym_Basal	soil	soil metagenome
SRR6854305	0.0	Sym_Basal	soil	soil metagenome
SRR6854308	0.0	Sym_Basal	soil	soil metagenome
SRR6854309	0.0	Sym_Basal	soil	soil metagenome
SRR6854310	0.0	Sym_Basal	soil	soil metagenome
SRR6854315	0.0	Sym_Basal	soil	soil metagenome
SRR6854316	0.0	Sym_Basal	soil	soil metagenome
SRR6854325	0.0	Sym_Basal	soil	soil metagenome
SRR6854329	0.0	Sym_Basal	soil	soil metagenome
SRR6854330	0.0	Sym_Basal	soil	soil metagenome
SRR6854332	0.0	Sym_Basal	soil	soil metagenome
SRR6854338	100.0	Sym_Basal	soil	soil metagenome
SRR6854340	0.0	Sym_Basal	soil	soil metagenome
SRR6854342	0.0	Sym_Basal	soil	soil metagenome
SRR6854343	10.937500000000004	Sym_Basal	soil	soil metagenome
SRR6854344	0.0	Sym_Basal	soil	soil metagenome
SRR6854358	0.0	Sym_Basal	soil	soil metagenome
SRR6854375	0.0	Sym_Basal	soil	soil metagenome
SRR6854376	0.0	Sym_Basal	soil	soil metagenome
SRR6854378	0.0	Sym_Basal	soil	soil metagenome
SRR6854380	0.0	Sym_Basal	soil	soil metagenome
SRR6854386	100.0	Sym_Basal	soil	soil metagenome
SRR6854387	0.0	Sym_Basal	soil	soil metagenome
SRR6854395	0.0	Sym_Basal	soil	soil metagenome
SRR6854398	0.0	Sym_Basal	soil	soil metagenome
SRR6854399	40.33613445378151	Sym_Basal	soil	soil metagenome
SRR6854401	0.0	Sym_Basal	soil	soil metagenome
SRR6854404	0.0	Sym_Basal	soil	soil metagenome
SRR6854405	0.0	Sym_Basal	soil	soil metagenome
SRR6854406	57.36434108527132	Sym_Basal	soil	soil metagenome
SRR6854407	0.0	Sym_Basal	soil	soil metagenome
SRR6854408	0.0	Sym_Basal	soil	soil metagenome
SRR6854409	0.0	Sym_Basal	soil	soil metagenome
SRR6854410	0.0	Sym_Basal	soil	soil metagenome
SRR6854411	0.0	Sym_Basal	soil	soil metagenome
SRR6854413	100.0	Sym_Basal	soil	soil metagenome
SRR6854414	0.0	Sym_Basal	soil	soil metagenome
SRR6854415	0.0	Sym_Basal	soil	soil metagenome
SRR6854417	0.0	Sym_Basal	soil	soil metagenome
SRR6854418	0.0	Sym_Basal	soil	soil metagenome
SRR6854427	20.588235294117645	Sym_Basal	soil	soil metagenome
SRR6854429	65.97938144329896	Sym_Basal	soil	soil metagenome
SRR6854430	13.461538461538463	Sym_Basal	soil	soil metagenome
SRR6854431	0.0	Sym_Basal	soil	soil metagenome
SRR6854432	0.0	Sym_Basal	soil	soil metagenome
SRR6854433	0.0	Sym_Basal	soil	soil metagenome
SRR6854434	0.6622516556291391	Sym_Basal	soil	soil metagenome
SRR6854435	0.0	Sym_Basal	soil	soil metagenome
SRR6854436	0.0	Sym_Basal	soil	soil metagenome
SRR6854441	0.0	Sym_Basal	soil	soil metagenome
SRR6854442	0.0	Sym_Basal	soil	soil metagenome
SRR6854443	0.0	Sym_Basal	soil	soil metagenome
SRR6854445	0.0	Sym_Basal	soil	soil metagenome
SRR6854446	0.0	Sym_Basal	soil	soil metagenome
SRR6854447	0.0	Sym_Basal	soil	soil metagenome
SRR6854448	0.0	Sym_Basal	soil	soil metagenome
SRR6854449	0.0	Sym_Basal	soil	soil metagenome
SRR6854458	0.0	Sym_Basal	soil	soil metagenome
SRR6854461	0.0	Sym_Basal	soil	soil metagenome
SRR6854462	0.0	Sym_Basal	soil	soil metagenome
SRR6854463	0.0	Sym_Basal	soil	soil metagenome
SRR6854464	0.0	Sym_Basal	soil	soil metagenome
SRR6854465	0.0	Sym_Basal	soil	soil metagenome
SRR6854467	0.0	Sym_Basal	soil	soil metagenome
SRR6854468	0.0	Sym_Basal	soil	soil metagenome
SRR6854469	0.0	Sym_Basal	soil	soil metagenome
SRR6854471	0.0	Sym_Basal	soil	soil metagenome
SRR6854472	0.0	Sym_Basal	soil	soil metagenome
ERR1279310	100.0	Sym_Basal	soil	soil metagenome
ERR1279315	0.0	Sym_Basal	soil	soil metagenome
ERR1279317	100.0	Sym_Basal	soil	soil metagenome
ERR1279320	100.0	Sym_Basal	soil	soil metagenome
SRR6439319	0.0	Sym_Basal	soil	soil metagenome
SRR6439320	0.0	Sym_Basal	soil	soil metagenome
SRR6439321	0.0	Sym_Basal	soil	soil metagenome
SRR6439322	0.0	Sym_Basal	soil	soil metagenome
SRR6439323	0.0	Sym_Basal	soil	soil metagenome
SRR6439324	0.0	Sym_Basal	soil	soil metagenome
SRR6439325	0.0	Sym_Basal	soil	soil metagenome
SRR6439326	0.0	Sym_Basal	soil	soil metagenome
SRR6439327	0.0	Sym_Basal	soil	soil metagenome
SRR6439328	0.0	Sym_Basal	soil	soil metagenome
SRR6439329	0.0	Sym_Basal	soil	soil metagenome
SRR6439330	0.0	Sym_Basal	soil	soil metagenome
SRR6439331	0.0	Sym_Basal	soil	soil metagenome
SRR6439332	0.0	Sym_Basal	soil	soil metagenome
SRR6439333	0.0	Sym_Basal	soil	soil metagenome
SRR6439334	0.0	Sym_Basal	soil	soil metagenome
SRR6439335	0.0	Sym_Basal	soil	soil metagenome
SRR6439336	0.0	Sym_Basal	soil	soil metagenome
SRR6439337	0.0	Sym_Basal	soil	soil metagenome
SRR6439338	0.0	Sym_Basal	soil	soil metagenome
SRR6439339	0.0	Sym_Basal	soil	soil metagenome
SRR6439340	0.0	Sym_Basal	soil	soil metagenome
SRR6439341	0.0	Sym_Basal	soil	soil metagenome
SRR6439342	0.0	Sym_Basal	soil	soil metagenome
SRR11784076	0.0	Sym_Basal	marine	marine metagenome
SRR11784077	0.0	Sym_Basal	marine	marine metagenome
SRR11784082	0.0	Sym_Basal	marine	marine metagenome
SRR7056033	0.0	Sym_Basal	soil	soil metagenome
SRR7056034	0.0	Sym_Basal	soil	soil metagenome
SRR7056036	0.0	Sym_Basal	soil	soil metagenome
SRR7056040	0.0	Sym_Basal	soil	soil metagenome
SRR7056043	0.0	Sym_Basal	soil	soil metagenome
SRR7056044	0.0	Sym_Basal	soil	soil metagenome
SRR7795354	0.0	Sym_Basal	soil	soil metagenome
SRR7795356	0.0	Sym_Basal	soil	soil metagenome
ERR181423	51.06382978723404	Sym_Basal	soil	soil metagenome
ERR181424	0.0	Sym_Basal	soil	soil metagenome
ERR181425	0.0	Sym_Basal	soil	soil metagenome
SRR12322880	0.7142857142857147	Sym_Basal	soil	soil metagenome
SRR12322879	1.5384615384615392	Sym_Basal	soil	soil metagenome
SRR12322887	17.29323308270677	Sym_Basal	soil	soil metagenome
SRR12322878	0.0	Sym_Basal	soil	soil metagenome
SRR12322883	73.63013698630128	Sym_Basal	soil	soil metagenome
SRR12322886	2.7972027972027957	Sym_Basal	soil	soil metagenome
SRR12322881	68.30294530154266	Sym_Basal	soil	soil metagenome
SRR12322889	5.825242718446582	Sym_Basal	soil	soil metagenome
SRR12322882	73.29093799682042	Sym_Basal	soil	soil metagenome
SRR12322885	12.138728323699423	Sym_Basal	soil	soil metagenome
SRR12322890	6.060606060606063	Sym_Basal	soil	soil metagenome
SRR12322884	7.394366197183105	Sym_Basal	soil	soil metagenome
SRR6299285	16.07535321821036	Sym_Basal	others	metagenome
SRR6299286	10.961667787491594	Sym_Basal	others	metagenome
SRR6299287	17.793964620187307	Sym_Basal	others	metagenome
ERR701625	9.503424657534248	Sym_Basal	others	metagenome
ERR701626	36.7816091954023	Sym_Basal	others	metagenome
ERR701627	0.0	Sym_Basal	others	metagenome
ERR701628	6.066012488849243	Sym_Basal	others	metagenome
ERR701629	23.294858342077646	Sym_Basal	others	metagenome
ERR701630	36.23853211009175	Sym_Basal	others	metagenome
ERR701692	0.0	Sym_Basal	others	metagenome
ERR701693	20.434131736526947	Sym_Basal	others	metagenome
ERR701694	9.67741935483871	Sym_Basal	others	metagenome
ERR701695	17.156862745098042	Sym_Basal	others	metagenome
ERR701696	22.67536704730832	Sym_Basal	others	metagenome
ERR701697	0.0	Sym_Basal	others	metagenome
ERR701698	21.048513302034433	Sym_Basal	others	metagenome
ERR701699	16.702819956616054	Sym_Basal	others	metagenome
ERR701700	5.438401775804662	Sym_Basal	others	metagenome
ERR701701	14.110929853181082	Sym_Basal	others	metagenome
SRR3898634	0.0	Sym_Basal	marine	marine metagenome
SRR3898636	0.0	Sym_Basal	marine	marine metagenome
SRR3898637	0.0	Sym_Basal	marine	marine metagenome
SRR3898638	0.0	Sym_Basal	marine	marine metagenome
SRR3898639	0.0	Sym_Basal	marine	marine metagenome
SRR3898640	0.0	Sym_Basal	marine	marine metagenome
SRR3898641	0.0	Sym_Basal	marine	marine metagenome
SRR3898642	0.0	Sym_Basal	marine	marine metagenome
SRR3898643	0.0	Sym_Basal	marine	marine metagenome
